25.620000	11	0.429352	2.329091
31.243902	20	0.640125	1.562195
30.500000	52	1.704918	0.586538
29.113636	72	2.473068	0.404356
29.113636	98	3.366120	0.297078
24.634615	127	5.155347	0.193973
29.113636	37	1.270882	0.786855
11.861111	22	1.854801	0.539141
9.350365	25	2.673692	0.374015
8.714286	43	4.934426	0.202658
26.142857	18	0.688525	1.452381
26.142857	101	3.863388	0.258840
25.620000	154	6.010929	0.166364
22.875000	74	3.234973	0.309122
24.634615	134	5.439500	0.183840
30.500000	55	1.803279	0.554545
31.243902	62	1.984387	0.503934
30.500000	66	2.163934	0.462121
29.790698	48	1.611241	0.620640
29.790698	9	0.302108	3.310078
27.847826	6	0.215457	4.641304
14.895349	160	10.741608	0.093096
30.500000	40	1.311475	0.762500
15.070588	120	7.962529	0.125588
14.393258	136	9.448868	0.105833
15.250000	109	7.147541	0.139908
31.243902	48	1.536300	0.650915
23.290909	23	0.987510	1.012648
29.790698	64	2.148322	0.465480
13.343750	10	0.749415	1.334375
29.113636	42	1.442623	0.693182
26.687500	1	0.037471	26.687500
27.255319	52	1.907884	0.524141
27.847826	7	0.251366	3.978261
19.707692	26	1.319282	0.757988
29.113636	77	2.644809	0.378099
30.500000	99	3.245902	0.308081
26.687500	58	2.173302	0.460129
30.500000	120	3.934426	0.254167
14.724138	195	13.243560	0.075508
14.233333	189	13.278689	0.075309
29.113636	68	2.335675	0.428142
29.790698	129	4.330211	0.230936
31.243902	62	1.984387	0.503934
30.500000	3	0.098361	10.166667
13.484211	54	4.004684	0.249708
12.436893	50	4.020297	0.248738
30.500000	36	1.180328	0.847222
19.707692	196	9.945355	0.100549
25.117647	31	1.234192	0.810247
24.634615	36	1.461358	0.684295
13.206186	6	0.454333	2.201031
13.484211	18	1.334895	0.749123
30.500000	57	1.868852	0.535088
26.687500	88	3.297424	0.303267
25.117647	79	3.145199	0.317945
15.433735	74	4.794692	0.208564
15.621951	95	6.081187	0.164442
15.250000	94	6.163934	0.162234
18.838235	13	0.690086	1.449095
29.113636	93	3.194379	0.313050
16.215190	208	12.827479	0.077958
22.086207	17	0.769711	1.299189
30.500000	14	0.459016	2.178571
12.084906	33	2.730679	0.366209
28.466667	210	7.377049	0.135556
26.142857	212	8.109290	0.123315
28.466667	215	7.552693	0.132403
29.790698	4	0.134270	7.447674
32.025000	49	1.530055	0.653571
30.500000	59	1.934426	0.516949
30.500000	59	1.934426	0.516949
29.113636	101	3.469165	0.288254
26.687500	96	3.597190	0.277995
23.722222	95	4.004684	0.249708
24.634615	31	1.258392	0.794665
30.500000	95	3.114754	0.321053
29.790698	66	2.215457	0.451374
25.620000	94	3.669009	0.272553
30.500000	106	3.475410	0.287736
25.117647	91	3.622951	0.276018
22.086207	86	3.893833	0.256816
26.142857	107	4.092896	0.244326
23.722222	107	4.510539	0.221703
29.790698	7	0.234973	4.255814
26.142857	54	2.065574	0.484127
27.255319	38	1.394223	0.717245
30.500000	124	4.065574	0.245968
26.142857	35	1.338798	0.746939
23.722222	34	1.433255	0.697712
24.169811	95	3.930523	0.254419
25.620000	85	3.317721	0.301412
15.070588	42	2.786885	0.358824
14.895349	21	1.409836	0.709302
11.540541	6	0.519906	1.923423
11.139130	139	12.478532	0.080138
12.084906	143	11.832943	0.084510
14.724138	8	0.543326	1.840517
13.627660	52	3.815769	0.262070
24.634615	33	1.339578	0.746503
30.500000	88	2.885246	0.346591
27.847826	86	3.088212	0.323812
26.687500	89	3.334895	0.299860
27.847826	9	0.323185	3.094203
19.707692	185	9.387198	0.106528
15.250000	139	9.114754	0.109712
29.790698	1	0.033568	29.790698
13.923913	102	7.325527	0.136509
30.500000	67	2.196721	0.455224
32.025000	47	1.467603	0.681383
31.243902	59	1.888368	0.529558
31.243902	56	1.792350	0.557927
30.500000	63	2.065574	0.484127
30.500000	57	1.868852	0.535088
30.500000	45	1.475410	0.677778
30.500000	41	1.344262	0.743902
29.790698	45	1.510539	0.662016
29.790698	51	1.711944	0.584131
29.113636	43	1.476971	0.677061
27.847826	48	1.723653	0.580163
28.466667	50	1.756440	0.569333
27.847826	46	1.651835	0.605388
26.687500	45	1.686183	0.593056
24.634615	46	1.867291	0.535535
21.711864	92	4.237315	0.235999
31.243902	45	1.440281	0.694309
27.847826	40	1.436378	0.696196
26.142857	34	1.300546	0.768908
23.722222	29	1.222482	0.818008
28.466667	46	1.615925	0.618841
23.722222	43	1.812646	0.551680
29.113636	35	1.202186	0.831818
26.687500	102	3.822014	0.261642
25.620000	54	2.107728	0.474444
25.117647	45	1.791569	0.558170
26.687500	44	1.648712	0.606534
29.790698	51	1.711944	0.584131
29.113636	50	1.717408	0.582273
29.790698	48	1.611241	0.620640
27.847826	112	4.021858	0.248641
28.466667	100	3.512881	0.284667
14.895349	24	1.611241	0.620640
15.433735	23	1.490242	0.671032
14.895349	211	14.165496	0.070594
21.711864	32	1.473849	0.678496
14.895349	33	2.215457	0.451374
15.070588	6	0.398126	2.511765
11.861111	13	1.096019	0.912393
11.861111	10	0.843091	1.186111
26.142857	91	3.480874	0.287284
14.895349	192	12.889930	0.077580
23.722222	59	2.487119	0.402072
14.724138	190	12.903981	0.077495
27.255319	77	2.825137	0.353965
25.620000	77	3.005464	0.332727
13.923913	11	0.790008	1.265810
15.070588	187	12.408275	0.080591
31.243902	69	2.208431	0.452810
15.433735	184	11.921936	0.083879
14.895349	179	12.017174	0.083214
15.433735	19	1.231069	0.812302
24.634615	55	2.232631	0.447902
29.113636	54	1.854801	0.539141
27.847826	68	2.441842	0.409527
22.875000	72	3.147541	0.317708
21.350000	76	3.559719	0.280921
14.393258	207	14.381733	0.069533
29.113636	89	3.056987	0.327120
24.634615	10	0.405933	2.463462
22.473684	77	3.426230	0.291866
30.500000	44	1.442623	0.693182
27.255319	115	4.219360	0.237003
31.243902	77	2.464481	0.405765
12.939394	24	1.854801	0.539141
27.847826	32	1.149102	0.870245
31.243902	41	1.312256	0.762046
30.500000	42	1.377049	0.726190
30.500000	44	1.442623	0.693182
29.790698	40	1.342701	0.744767
29.790698	45	1.510539	0.662016
22.875000	29	1.267760	0.788793
21.350000	23	1.077283	0.928261
28.466667	48	1.686183	0.593056
27.847826	52	1.867291	0.535535
27.847826	48	1.723653	0.580163
29.113636	66	2.266979	0.441116
20.333333	20	0.983607	1.016667
25.117647	21	0.836066	1.196078
27.255319	68	2.494926	0.400814
14.233333	203	14.262295	0.070115
14.895349	206	13.829820	0.072308
31.243902	37	1.184231	0.844430
22.473684	47	2.091335	0.478163
15.621951	204	13.058548	0.076578
12.683168	9	0.709602	1.409241
14.076923	202	14.349727	0.069688
30.500000	15	0.491803	2.033333
29.790698	9	0.302108	3.310078
31.243902	6	0.192037	5.207317
15.433735	44	2.850898	0.350767
21.000000	52	2.476190	0.403846
22.473684	40	1.779859	0.561842
29.790698	37	1.241998	0.805154
21.350000	38	1.779859	0.561842
31.243902	34	1.088212	0.918938
29.790698	90	3.021077	0.331008
15.621951	187	11.970336	0.083540
15.250000	177	11.606557	0.086158
15.070588	174	11.545667	0.086613
16.855263	176	10.441842	0.095769
25.117647	36	1.433255	0.697712
25.117647	110	4.379391	0.228342
29.790698	12	0.402810	2.482558
27.847826	19	0.682279	1.465675
24.169811	27	1.117096	0.895178
15.250000	144	9.442623	0.105903
14.556818	154	10.579235	0.094525
14.233333	157	11.030445	0.090658
20.333333	180	8.852459	0.112963
13.923913	164	11.778298	0.084902
29.790698	38	1.275566	0.783966
14.895349	163	10.943013	0.091383
28.466667	31	1.088993	0.918280
29.113636	26	0.893052	1.119755
29.790698	39	1.309133	0.763864
30.500000	51	1.672131	0.598039
14.724138	199	13.515222	0.073991
15.621951	31	1.984387	0.503934
16.636364	33	1.983607	0.504132
14.724138	19	1.290398	0.774955
14.895349	14	0.939891	1.063953
14.556818	8	0.549571	1.819602
25.117647	33	1.313817	0.761141
31.243902	41	1.312256	0.762046
15.070588	181	12.010148	0.083263
14.393258	172	11.950039	0.083682
14.556818	173	11.884465	0.084143
14.393258	175	12.158470	0.082247
13.923913	173	12.424668	0.080485
15.250000	180	11.803279	0.084722
32.025000	116	3.622170	0.276078
21.000000	102	4.857143	0.205882
14.895349	165	11.077283	0.090275
14.233333	161	11.311475	0.088406
14.724138	169	11.477752	0.087125
16.012500	167	10.429352	0.095883
29.790698	34	1.141296	0.876197
12.939394	161	12.442623	0.080369
15.814815	16	1.011710	0.988426
26.142857	13	0.497268	2.010989
27.255319	11	0.403591	2.477756
14.233333	6	0.421546	2.372222
22.875000	11	0.480874	2.079545
23.290909	13	0.558158	1.791608
29.790698	58	1.946916	0.513633
31.243902	11	0.352069	2.840355
28.466667	63	2.213115	0.451852
11.861111	15	1.264637	0.790741
29.790698	19	0.637783	1.567931
16.855263	44	2.610461	0.383074
